측정소코드,date,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소,Latitude,Longitude
238144,11/2/2019,2019110213,0.00225,0.6375,0.025375,0.027541667,70.16666667,32.25,경남 창원시 의창구 용지로 239번길 19-4,35.2360419,128.6845362
238145,11/2/2019,2019110213,0.003291667,0.533333333,0.019333333,0.0305,62.75,29.95833333,경남 창원시 의창구 원이대로 450,35.2341507,128.6646492
238146,11/2/2019,2019110213,0.002916667,0.579166667,0.018375,0.033583333,77.625,36.29166667,경남 창원시 성산구 창이대로 706번길 16-23,35.2217294,128.6982501
238151,11/2/2019,2019110213,0.00375,0.491666667,0.034291667,0.021875,58.83333333,19.16666667,경남 창원시 진해구 경화로16번길 31,35.1549718,128.6895781
238152,11/2/2019,2019110213,0.004041667,0.5,0.022083333,0.033208333,59.41666667,28.20833333,경남 창원시 마산합포구 월영동16길 22,35.1830894,128.5628829
238161,11/2/2019,2019110213,0.00275,0.5,0.035666667,0.010958333,57.83333333,20.91666667,경남 하동군 하동읍 군청로 23,35.0676953,127.7515937
238181,11/2/2019,2019110213,0.002416667,0.5,0.027916667,0.020083333,80.56521739,30.58333333,경남 김해시 호계로 517번길 8,35.2369428,128.8833569
238182,11/2/2019,2019110213,0.002875,0.379166667,0.033666667,0.025916667,69.41666667,23.95833333,경남 김해시 활천로 303,35.2442936,128.9117944
238183,11/2/2019,2019110213,0.003916667,0.466666667,0.018833333,0.031833333,56.66666667,28.54166667,경남 김해시 장유동 능동로 149,35.202364,128.8072209
238184,11/2/2019,2019110213,0.003375,0.570833333,0.029083333,0.026875,71.04166667,34.83333333,경남 김해시 진영읍 김해대로365번길 6-24,35.3076898,128.7313193
238191,11/2/2019,2019110213,,,,,,19.91666667,경남 거제시 남부면 저구리,34.7152438,128.5997638
238201,11/2/2019,2019110213,0.002083333,0.5125,0.036833333,0.016083333,52.75,19.70833333,경남 거제시 아주로 3길 7,34.8660056,128.6921523
238211,11/2/2019,2019110213,0.003375,0.529166667,0.027083333,0.018458333,68.5,29.125,경남 사천시 사천읍 읍내로 52,35.0828686,128.091228
238241,11/2/2019,2019110213,0.0010375,0.3375,0.029333333,0.005611765,62.375,,경남 창원시 의창구 대산면 갈전로99번길 100,35.3730532,128.6756984
238361,11/2/2019,2019110213,0.002416667,0.55,0.021708333,0.024583333,60.58333333,25.125,경남 양산시 북부동 북안남 5번길 21,35.3455343,129.0466475
238362,11/2/2019,2019110213,0.002958333,0.520833333,0.02275,0.024291667,63.66666667,29.83333333,경상남도 양산시 삼호9길 11,35.4144079,129.1720037
238371,11/2/2019,2019110213,0.006291667,0.533333333,0.0295,0.021541667,54.29166667,15.58333333,울산 울주군 온산읍 산암로 94,35.4376283,129.3381189
238373,11/2/2019,2019110213,0.002958333,0.475,0.019708333,0.021583333,51.95833333,24.45833333,울산 울주군 청량면 신덕하3길 5,35.4931071,129.3059206
238374,11/2/2019,2019110213,0.002583333,0.520833333,0.018833333,0.016458333,57.66666667,22,울산 북구 호계7길 13,35.6255794,129.3551494
238375,11/2/2019,2019110213,0.003625,0.570833333,0.028291667,0.014708333,62.95833333,28.375,울산 울주군 삼남면 서향교1길 67-12,35.5583314,129.113771
238376,11/2/2019,2019110213,0.002125,0.325,0.025625,0.014708333,44.20833333,15.66666667,울산 중구 종가로 560,35.5794053,129.3383771
238381,11/2/2019,2019110213,0.003583333,0.258333333,0.04275,0.0145,40.45833333,13.125,울산 동구 진성4길 45 전하2동,35.5088419,129.426667
238401,11/2/2019,2019110213,0.002583333,0.258333333,0.028208333,0.0175,61.04166667,25,경남 밀양시 중앙로,35.484144,128.7597929
238411,11/2/2019,2019110213,0.003291667,0.4,0.027,0.0235,62.95833333,20.70833333,경남 통영시 안개4길,34.8581107,128.4320016
238421,11/2/2019,2019110213,0.002416667,0.45,0.0295,0.017625,68,25.29166667,경남 고성군 고성읍 중앙로 35,34.9745081,128.3244711
238431,11/2/2019,2019110213,0.002291667,0.5375,0.02475,0.017958333,77.79166667,36.66666667,경남 거창군 거창읍 거열로 90,35.6878001,127.9038569
238441,11/2/2019,2019110213,0.002166667,0.545833333,0.022041667,0.014458333,77.04166667,31.83333333,경남 함안군 가야읍 함안대로 505,35.2719801,128.4082324
238451,11/2/2019,2019110213,0.001916667,0.479166667,0.027291667,0.013125,68.33333333,30.5,경남 함양군 함양읍 고운로 35,35.5211326,127.724559
238461,11/2/2019,2019110213,0.003041667,0.420833333,0.032375,0.012083333,69.91666667,29.5,경남 남해군 남해읍 남해대로 2745,34.8318658,127.8999896
238471,11/2/2019,2019110213,0.002375,0.4625,0.02275,0.011833333,50.91666667,28.33333333,경남 산청군 산청읍 산엔청로 6,35.4149775,127.8741392
238481,11/2/2019,2019110213,0.001683333,0.529166667,0.020708333,0.01145,,40.25,경남 거창군 남상면 인평길 36,35.6431884,127.910199
238491,11/2/2019,2019110213,0.003166667,0.395833333,0.026875,0.010916667,52.54166667,25,경남 의령군 의령읍 의병로8길 44,35.3164888,128.2551838
238501,11/2/2019,2019110213,0.003041667,0.470833333,0.024833333,0.020208333,61.08333333,30.70833333,경남 창녕군 창녕읍 우포2로 1189-35,35.5453047,128.4883897
238511,11/2/2019,2019110213,0.002416667,0.454166667,0.025958333,0.009583333,53.66666667,26.70833333,경남 합천군 합천읍 중앙로 61,35.5659728,128.1579188
324115,11/2/2019,2019110213,0.003565217,0.695652174,0.026782609,0.025043478,85.95454545,41.63636364,광주 동구 서남로 1,35.1458272,126.9233266
324121,11/2/2019,2019110213,0.004416667,0.908333333,0.018875,0.041375,78.33333333,41.25,광주 서구 상무대로 1165 (광주시립미술관 상록전시관 단독건물),35.1549354,126.8884867
324123,11/2/2019,2019110213,,,,,,,광주 서구 상무자유로 170,35.1512575,126.8527452
324133,11/2/2019,2019110213,0.003541667,0.708333333,0.0265,0.0325,88.75,35.66666667,광주 북구 군왕로 141번길 6 (두암보건지소),35.1743024,126.9325439
324134,11/2/2019,2019110213,0.004125,0.783333333,0.01425,0.039291667,84.5,36.58333333,광주 북구 북문대로 79,35.1768336,126.8772275
324135,11/2/2019,2019110213,0.003291667,0.616666667,0.028125,0.018833333,82.25,40.79166667,광주 북구 첨단과기로 333 (광주테크노파크 벤처지원센터 옥상),35.229326,126.8618778
324141,11/2/2019,2019110213,0.003583333,0.604166667,0.027458333,0.0235,75,30.54166667,광주 광산구 광산로 70,35.1407186,126.7988012
324142,11/2/2019,2019110213,0.003666667,0.495833333,0.028125,0.021375,68.125,40.875,광주 광산구 하남산단 6번로 107,35.2044277,126.8077683
324155,11/2/2019,2019110213,0.004458333,0.7625,0.017,0.045375,82.75,40.375,광주 남구 회서로 21번가길 13,35.1319164,126.8933471
335115,11/2/2019,2019110213,0.003416667,0.545833333,0.036958333,0.018333333,83.79166667,53.125,전북 전주시 완산구 물왕멀3길 29,35.8283158,127.1482038
336111,11/2/2019,2019110213,0.002916667,0.616666667,0.038041667,0.01575,81.875,31.08333333,전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상),34.8059313,126.3917861
336112,11/2/2019,2019110213,0.0025,0.4875,0.039875,0.014291667,74.70833333,28.70833333,전남 목포시 삼향천로 28(옥암동),34.8042785,126.4345702
336121,11/2/2019,2019110213,0.003333333,0.358333333,0.021291667,0.011083333,62.75,20.70833333,전남 여수시 서교1길 28-1(서강동),34.7413013,127.7259667
336124,11/2/2019,2019110213,0.009833333,0.691666667,0.025875,0.02325,76,31.33333333,전남 여수시 여수산단로 1201(월내동),34.8469538,127.7269082
336125,11/2/2019,2019110213,0.003166667,0.654166667,0.035041667,0.019166667,64.29166667,,전남 여수시 여문1로 71(문수동),34.7545485,127.7027602
336127,11/2/2019,2019110213,0.00625,0.725,0.022708333,0.025375,75.33333333,29.70833333,전남 여수시 무선로 190(선원동),34.774316,127.6503432
336128,11/2/2019,2019110213,0.00525,0.533333333,0.048958333,0.016,67.83333333,25.75,전남 여수시 덕충안길 95,34.7536047,127.7464147
336131,11/2/2019,2019110213,0.005791667,0.558333333,0.030708333,0.018458333,69.41666667,34.91666667,전남 순천시 장명로 30(장천동),34.950357,127.4871893
336132,11/2/2019,2019110213,0.004875,0.641666667,0.029041667,0.032083333,70.25,33.125,전남 순천시 연향번영길 54(연향동),34.9471023,127.5185748
336133,11/2/2019,2019110213,0.005833333,,0.03,0.014625,67.375,,전남 순천시 순천만길 513-25(대대동),34.8903584,127.5074556
336134,11/2/2019,2019110213,0.008583333,,0.038375,0.019458333,67.75,24.79166667,전남 순천시 해룡면 호두리 276-9,34.89349,127.5729911
336135,11/2/2019,2019110213,0.006416667,0.7,0.02725,0.031416667,71.375,31.20833333,전남 순천시 해룡면 매안로 162,34.9349056,127.5499452
336141,11/2/2019,2019110213,0.00275,0.479166667,0.030791667,0.013875,61.375,35.70833333,전남 나주시 빛가람로 719,35.0157729,126.756466
336151,11/2/2019,2019110213,0.0031,0.33,0.01765,0.0119,71.68421053,39.31578947,전라남도 담양군 담양읍 면앙정로 730,35.3119178,126.9739873
336161,11/2/2019,2019110213,0.002666667,0.433333333,0.018875,0.021125,64.29166667,29.5,전남 장성군 장성읍 영천로 211,35.3032412,126.7854186
336221,11/2/2019,2019110213,0.003166667,0.591666667,0.031458333,0.008833333,70.375,23.66666667,전남 여수시 화양면 평촌길 2-6,34.685678,127.5974116
336222,11/2/2019,2019110213,0.005375,0.820833333,0.01425,0.019,74.91666667,30.54166667,전남 여수시 율촌면 동산개길 2,34.8819254,127.5787832
336223,11/2/2019,2019110213,0.004583333,0.454166667,0.022125,0.017291667,67.16666667,27.29166667,전남 여수시 상암로 601-1,34.8247641,127.7316146
336352,11/2/2019,2019110213,0.006458333,0.708333333,0.034625,0.022708333,80.75,27.875,전남 광양시 중마중앙로 109,34.9399202,127.6976867
336353,11/2/2019,2019110213,0.004,0.5875,0.037208333,0.012666667,63.08333333,31.95833333,전남 광양시 태인길 376(태인동),34.9418681,127.7570687
336354,11/2/2019,2019110213,0.006083333,0.5875,0.027,0.007791667,65.58333333,31.125,전남 광양시 진상면 신시길 227(섬거리),35.0199965,127.7196204
336355,11/2/2019,2019110213,0.00575,0.670833333,0.036416667,0.017958333,63.25,28.29166667,전남 광양시 광양읍 인덕로 1100(칠성리),34.9808199,127.5830722
336361,11/2/2019,2019110213,0.004125,0.508333333,0.031083333,0.01675,77.41666667,37.25,전남 해남군 해남읍 남부순환로 114,34.5653663,126.5992239
336441,11/2/2019,2019110213,0.005791667,0.6125,0.03425,0.021875,67.33333333,28,전남 영암군 삼호읍 나불로 192(나불리),34.766809,126.4391929
336451,11/2/2019,2019110213,0.003375,0.366666667,0.043166667,0.00475,63.5,24.83333333,전남 화순군 북면 송단리,35.1779597,127.1715261
336452,11/2/2019,2019110213,0.002791667,0.45,0.024416667,0.017791667,67.54166667,30.77272727,전남 화순군 화순읍 동헌길 9-24,35.0652792,126.9859184
336461,11/2/2019,2019110213,0.004541667,0.608333333,0.0415,0.013541667,65.08333333,33.45833333,전남 영광군 영광읍 물무로2길 61,35.2779955,126.5119937
336471,11/2/2019,2019110213,0.003791667,0.5125,0.035791667,0.011791667,65.54166667,33.20833333,전남 장흥군 장흥읍 흥성로 23,34.6744033,126.9066368
336481,11/2/2019,2019110213,0.002416667,0.558333333,0.025875,0.008625,55.5,22.25,전남 진도군 진도읍 진도대로 7195,34.4787961,126.2693619
336491,11/2/2019,2019110213,0.002958333,0.6375,0.034625,0.007041667,79.29166667,27.20833333,전남 완도군 신지면 신지로 567,34.3345834,126.8284708
336501,11/2/2019,2019110213,0.0025,0.616666667,0.028041667,0.012083333,63.70833333,29.08333333,전남 함평군 함평읍 중앙길 39,35.0619922,126.5226551
336511,11/2/2019,2019110213,0.00225,0.666666667,0.021916667,0.012458333,67.66666667,29.16666667,전남 고흥군 고흥읍 터미널길 11,34.6062874,127.2806721
336521,11/2/2019,2019110213,0.004625,0.3125,0.052166667,0.008375,59.54166667,24.125,전남 신안군 안좌면 중부로 860,34.7555423,126.1261226
336531,11/2/2019,2019110213,0.001916667,0.5,0.035,0.0085,72.5,30,전남 무안군 무안읍 성내1길 2,34.9903602,126.4763189
336541,11/2/2019,2019110213,0.003708333,0.5125,0.035916667,0.010041667,53.45833333,26.70833333,전남 강진군 강진읍 동성로 72,34.6446322,126.7713761
336551,11/2/2019,2019110213,0.003583333,0.658333333,0.024625,0.00775,68.625,38.125,전남 곡성군 곡성읍 학정3길 6,35.2834583,127.2896668
336561,11/2/2019,2019110213,0.002666667,0.566666667,0.018708333,0.012833333,63.41666667,37.08333333,전남 구례군 구례읍 동편제길 30,35.2159325,127.4614696
336571,11/2/2019,2019110213,0.003083333,0.7125,0.024791667,0.011666667,71.54166667,27.125,전남 보성군 벌교읍 체육공원길 35,34.8419193,127.3477958
339111,11/2/2019,2019110213,0.001541667,0.3875,0.055458333,0.013666667,84.04166667,34.41666667,제주 제주시 이도2동 1176-1(제주시청),33.499597,126.531254
339112,11/2/2019,2019110213,0.001875,0.366666667,0.054666667,0.011291667,80.20833333,29.41666667,제주 제주시 연동 322-1 번지 제주특별자치도청 제2청사,33.4889311,126.5004238
339121,11/2/2019,2019110213,0.001708333,0.383333333,0.062708333,0.007625,84,33.70833333,제주 서귀포시 동홍동 453-1(서귀포소방서),33.2514453,126.5669285
339122,11/2/2019,2019110213,0.002375,0.304166667,0.056041667,0.006291667,90.41666667,36.83333333,제주 서귀포시 성산읍 일주동로 4120번길 7,33.460229,126.9100702
339131,11/2/2019,2019110213,0.002,0.4375,0.055875,0.011833333,90.54166667,34.70833333,제주 서귀포시 대정읍 동일하모로149번길 21-8,33.2277711,126.247432
339211,11/2/2019,2019110213,,,,,,,제주특별자치도 제주시 1100로 3348,33.4849511,126.4804897
339312,11/2/2019,2019110213,0.000808333,0.28,0.060875,0.005395833,119.7916667,41.875,제주 제주시 한경면 고산리,33.3040691,126.1881455
422114,11/2/2019,2019110213,0.003916667,0.566666667,0.019875,0.037541667,74.75,38.04166667,대구 중구 수창동 73 (수창초등학교)(달성로 22길 30),35.8742956,128.5841371
422115,11/2/2019,2019110213,0.00325,0.820833333,0.029869565,0.022458333,63.33333333,27.45833333,대구 수성구 지산동 761-11(한국환경공단) (무학로 209),35.8304698,128.6315546
422121,11/2/2019,2019110213,0.003166667,0.625,0.017625,0.026208333,73.79166667,39.08333333,대구 동구 서호동 25-1(안심로49길 70),35.869342,128.7112284
422132,11/2/2019,2019110213,0.003083333,0.595833333,0.017,0.036291667,82.75,42.125,대구 서구 이현동 48-60 (중리초등학교)(국채보상로 135),35.8695184,128.5454778
422133,11/2/2019,2019110213,0.00325,0.708333333,0.013583333,0.034125,87.66666667,42.625,대구 서구 평리3동,35.8721594,128.5588364
422141,11/2/2019,2019110213,0.003041667,0.504166667,0.021291667,0.034083333,77.875,38.66666667,대구 남구 성당로30길55 성명초등학교별관3층옥상,35.8454939,128.5710038
422153,11/2/2019,2019110213,0.002708333,0.3625,0.018708333,0.035333333,77.5,39.875,대구 북구 노원동 3가 262번지(삼영초등학교)(3공단로 14길 31),35.8942803,128.5628477
422154,11/2/2019,2019110213,0.003875,0.958333333,0.020583333,0.029666667,73,36.45833333,대구 동구 신암동 72-1 (신암5동사무소)(아양로 37길 92),35.8897398,128.6330245
422155,11/2/2019,2019110213,0.002458333,0.691666667,0.018625,0.0295,74.20833333,29.83333333,대구 북구 태전동 1076-5 (태암초등학교)(칠곡중앙대로 52길 56),35.9230319,128.5506518
422161,11/2/2019,2019110213,0.003625,0.683333333,0.01975,0.028291667,72.20833333,38,대구 수성구 만촌2동 934 (동원초등학교)(국채보상로 1000),35.8652429,128.6400523
422171,11/2/2019,2019110213,0.002166667,0.495833333,0.021666667,0.017708333,65.41666667,34.41666667,대구 달서구 성서공단로 11길 32 대구기계부품연구원 1동 옥상,35.8375499,128.4887422
422201,11/2/2019,2019110213,0.002916667,0.6,0.02125,0.014625,68.33333333,32.6,대구광역시 달성군 유가읍 테크노북로6길 20,35.6840454,128.4512478
422202,11/2/2019,2019110213,0.002208333,0.6875,0.017041667,0.0325,72.875,42.45833333,대구 달서구 이곡동,35.8574826,128.5092171
422203,11/2/2019,2019110213,0.001666667,0.533333333,0.013625,0.030958333,69.25,36.79166667,대구 수성구 노변공원로 52,35.8376255,128.6975583
422204,11/2/2019,2019110213,0.003125,0.725,0.017833333,0.0295,68.625,39.625,대구 달서구 월배로 131,35.8167252,128.5287317
422205,11/2/2019,2019110213,0.002208333,0.425,0.019791667,0.025958333,80.16666667,31.25,대구 달성군 다사읍 매곡로12길 37,35.8649215,128.4571628
437112,11/2/2019,2019110213,0.003541667,0.429166667,0.026708333,0.017208333,71.75,27.83333333,경북 포항시 남구 철강로 331 공단정수장,35.9801817,129.3747949
437113,11/2/2019,2019110213,0.003625,0.420833333,0.033625,0.010458333,52.41666667,18.875,경북 포항시 북구 삼흥로 98 북구보건소,36.070704,129.380477
437114,11/2/2019,2019110213,0.003916667,0.5375,0.025541667,0.020875,63.33333333,22.83333333,경북 포항시 남구 대도동 111-6(상대2동주민센터),36.0139951,129.357062
437115,11/2/2019,2019110213,0.002208333,0.454166667,0.019541667,0.012333333,55.875,26.20833333,경북 포항시 남구 대송면 장동홍계길19 (대송면사무소 내),35.9685219,129.3599537
437116,11/2/2019,2019110213,0.003041667,0.529166667,0.03375,0.011083333,65.70833333,28.58333333,경북 포항시 남구 대송면 철강산단로130번길 29,35.9630419,129.3768479
437117,11/2/2019,2019110213,0.005208333,0.5875,0.025666667,0.022875,66.08333333,29.375,경북 포항시 남구 축항로 55,36.0300531,129.3746347
437118,11/2/2019,2019110213,0.002666667,0.266666667,0.026041667,0.012916667,51.95833333,20.625,경북 포항시 남구 오천읍 냉천로320번길 4-11,35.9659477,129.4059145
437119,11/2/2019,2019110213,0.006,0.6875,0.019708333,0.025791667,81.33333333,44.70833333,경북 포항시 남구 신항로 10,35.9973618,129.4056762
437122,11/2/2019,2019110213,0.003041667,0.416666667,0.016208333,0.024666667,59.5,29.54166667,경북 경주시 성건동 667-3(성건동주민센터),35.85079,129.2073577
437123,11/2/2019,2019110213,0.003333333,0.383333333,0.022583333,0.009791667,,16.91666667,경북 경주시 경감로 587-18,35.8351812,129.2870077
437124,11/2/2019,2019110213,0.004583333,0.483333333,0.020791667,0.015583333,,,경북 경주시 안강읍 비화동길 9-40,35.9907739,129.227034
437125,11/2/2019,2019110213,0.003791667,0.5375,0.016708333,0.018041667,,,경북 경주시 외동읍 입실로3길 31,35.7156492,129.3235341
437131,11/2/2019,2019110213,0.002875,,0.027166667,0.013458333,65.5,35.88888889,경북 김천시 운동장길1,36.1416899,128.0869633
437132,11/2/2019,2019110213,0.001541667,0.291666667,0.028875,0.01725,73.58333333,,경북 김천시 공단2길 30-22,36.1439681,128.1372527
437141,11/2/2019,2019110213,0.002375,0.383333333,0.021458333,,53.16666667,24.75,경북 안동시 퇴계로 115 (명륜동),36.5682946,128.727911
437151,11/2/2019,2019110213,0.002875,0.795833333,0.018791667,0.027375,97.875,,경북 구미시 공단동 256-18 (근로자종합복지회),36.1050525,128.3840384
437152,11/2/2019,2019110213,0.00275,0.591666667,0.027583333,0.027833333,78.83333333,35.58333333,경북 구미시 원평동 56-4(구미중앙로 24),36.1307423,128.3257904
437153,11/2/2019,2019110213,0.002333333,0.395833333,0.019833333,0.025333333,72.66666667,27.875,경북 구미시 형곡동 142(구미시립도서관),36.1136442,128.3363326
437154,11/2/2019,2019110213,0.002291667,0.875,0.025083333,0.014458333,88.625,34.58333333,경북 구미시 산동면 봉산리 567(첨단기업1로 17),36.1512089,128.4498748
437161,11/2/2019,2019110213,0.002166667,0.666666667,0.022333333,0.019083333,,,경북 영주시 가흥로 263,36.8208397,128.6128994
437171,11/2/2019,2019110213,0.003375,0.504166667,0.017916667,0.013625,67.75,33.66666667,경북 경산시 중방동 708-5 남매로 158,35.8251741,128.7432169
437181,11/2/2019,2019110213,0.00325,0.454166667,0.020958333,0.018375,70.66666667,,경북 상주시 북천로 63,36.4289174,128.1577569
437191,11/2/2019,2019110213,0.002666667,0.383333333,0.022625,0.024541667,74.375,38.91666667,경북 칠곡군 왜관읍 관문로1길 30,35.9907022,128.4184928
437371,11/2/2019,2019110213,,,,,,,경북 영덕군 지품면 신안리,36.4481855,129.2751254
437401,11/2/2019,2019110213,0.000554167,0.345833333,0.01875,0.005045833,,,경북 영천시 화북면,36.1082925,128.919395
437402,11/2/2019,2019110213,0.003375,0.641666667,0.019375,0.019583333,66.875,28.29166667,경북 영천시 시청로 23,35.9729409,128.9377901
437411,11/2/2019,2019110213,0.001241667,0.370833333,0.019333333,0.006770833,51,25.125,경북 의성군 안계면 위양2길 9-26,36.3683804,128.4546075
437421,11/2/2019,2019110213,0.0025,0.429166667,0.030458333,0.00975,41.66666667,20,경북 울진군 울진읍 읍내10길 19,36.99733,129.4028669
437431,11/2/2019,2019110213,0.004541667,0.370833333,0.034590909,0.006083333,44.04166667,21.58333333,경북 봉화군 석포면 석포로1길 55,37.0486149,129.0653205
437541,11/2/2019,2019110213,,,,,,,경북 울릉군 서면 태하리,37.5081798,130.8217127
437542,11/2/2019,2019110213,0.001375,0.208333333,0.040833333,,22.5,5.608695652,경북 울릉군 울릉읍 도동2길 65,37.4882697,130.9041062
437551,11/2/2019,2019110213,0.002208333,0.483333333,0.027541667,0.009458333,62,30.83333333,경북 고령군 대가야읍 성산로 46,35.7310152,128.2979325
525111,11/2/2019,2019110213,0.003913043,0.770833333,0.0095,0.043375,77.16666667,42.20833333,대전 대덕구 대전로 1331번길 75(태아산업(주)),36.372271,127.4180156
525112,11/2/2019,2019110213,0.002958333,0.6,0.010458333,0.027625,85.08333333,41.375,대전 대덕구 문평동로 18번길 34(문평동 119안전센터),36.446907,127.404716
525121,11/2/2019,2019110213,0.002,0.6,0.01525,0.0335,75.04166667,35.54166667,대전 중구 보문로 20번길 38(문창동 주민센터),36.316167,127.4379319
525141,11/2/2019,2019110213,0.002,0.495833333,0.01825,0.021458333,60.5,29.66666667,대전 유성구 대학로 407 보건환경연구원,36.3725838,127.3738559
525142,11/2/2019,2019110213,0.002041667,0.483333333,0.009958333,0.033166667,75.75,28.54166667,대전 유성구 노은동로 87번길 89(노은1동 주민센터),36.3682419,127.3184975
525143,11/2/2019,2019110213,0.002125,0.545833333,0.014625,0.02775,77.95833333,40.20833333,대전 유성구 도안대로 398,36.3400392,127.3389136
525151,11/2/2019,2019110213,0.00275,0.508333333,0.003958333,0.023875,80.04166667,37.54166667,대전 중구 중앙로 58,36.3237437,127.4186358
525161,11/2/2019,2019110213,0.002416667,0.5875,0.017416667,0.037833333,74.375,37.95833333,대전 동구 계족로 368번길 70(성남동 주민센터),36.3445247,127.4374867
525162,11/2/2019,2019110213,0.002041667,0.520833333,0.010833333,0.037625,67.29166667,35.20833333,대전 동구 동구청로 36,36.3018511,127.4602871
525171,11/2/2019,2019110213,0.001958333,0.525,0.018833333,0.022083333,77.41666667,32.20833333,대전 서구 정림동로 10(정림동 주민센터),36.3044691,127.3667332
525172,11/2/2019,2019110213,0.002333333,0.6375,0.010291667,0.035541667,109.0833333,40.95833333,대전 서구 둔산서로 84(근로자 종합복지회관),36.3542639,127.3834662
525173,11/2/2019,2019110213,0.001666667,0.670833333,0.012708333,0.0295,77.20833333,41.08333333,대전 서구 월평동160-5,36.350293,127.3539444
533112,11/2/2019,2019110213,0.004875,0.629166667,0.013541667,0.042666667,93.70833333,51.83333333,충북 청주시 흥덕구 직지대로 393(송정동),36.6446968,127.4368084
533113,11/2/2019,2019110213,0.002416667,0.716666667,0.014333333,0.04,95.58333333,53.83333333,"충북 청주시 청원구 사천동 233-223번지(사뜸로 61번길 88-14), 청주청원도서관 옥상(2층)",36.666181,127.4749188
533114,11/2/2019,2019110213,,,,,,,충북 청주시 상당구 교동로139번길 20,36.6359998,127.5040299
533115,11/2/2019,2019110213,0.00225,0.725,0.013583333,0.032708333,,41.60869565,"충북 청주시 상당구 용암동 1590(중흥로 29), 용암1동 주민센터 3층 옥상",36.6088273,127.5012512
533116,11/2/2019,2019110213,0.005791667,0.683333333,0.011291667,0.04525,90.875,52.625,충북 청주시 흥덕구 복대동,36.6320679,127.4463153
534111,11/2/2019,2019110213,0.004166667,0.741666667,0.022541667,0.035583333,93,43.95833333,충남 천안시 동남구 복자1길 24 문성어린이집,36.8141708,127.152144
534112,11/2/2019,2019110213,0.003666667,0.720833333,0.022958333,0.031958333,77.5,32.45833333,충남 천안시 백석동 555-57번지(백성농공단지),36.8248989,127.1106763
534114,11/2/2019,2019110213,0.003416667,0.541666667,0.021875,0.034291667,96.5,55.58333333,충남 천안시 서북구 성성동,36.8443431,127.1215375
534115,11/2/2019,2019110213,0.003916667,0.770833333,0.032416667,0.024958333,92.79166667,45.95833333,충남 천안시 서북구 성거읍 천흥8길 7,36.8834354,127.2073758
534341,11/2/2019,2019110213,0.0018625,0.4125,0.035333333,0.007866667,64.25,35.25,충남 공주시 사곡면 마곡사로,36.5236887,127.0246583
534342,11/2/2019,2019110213,0.00275,0.475,0.021416667,0.014708333,64.95833333,37.70833333,충남 공주시 봉황로 1,36.4466114,127.1191505
534411,11/2/2019,2019110213,0.00325,0.595833333,0.020375,0.019416667,78.29166667,38.08333333,충남 부여군 부여읍 사비로 36,36.2754946,126.9112972
534421,11/2/2019,2019110213,0.006041667,0.491666667,0.039916667,0.014791667,56.20833333,27.33333333,충남 서산시 대산읍 평신1로(독곶리) 한국수자원공사 대산산업용수센터,36.9887179,126.377098
534422,11/2/2019,2019110213,0.003583333,0.958333333,0.028958333,0.027083333,79.58333333,43.91666667,충남 서산시 동문동 918-3(서산초등학교),36.7807445,126.4549962
534423,11/2/2019,2019110213,0.002708333,0.629166667,0.023125,0.0185,53.08333333,27.95833333,충남 서산시 대산읍 충의로 1942,36.9379663,126.4339403
534433,11/2/2019,2019110213,0.004208333,0.55,0.029375,0.01225,81.58333333,44.58333333,충남 당진시 송산면 유곡로 342-27,36.932471,126.6789166
534434,11/2/2019,2019110213,0.004208333,0.604166667,0.020166667,0.023458333,82.54166667,47.16666667,충남 당진시 시청1로 1,36.8909786,126.6391943
534441,11/2/2019,2019110213,0.002958333,0.6375,0.022625,0.0275,95.95833333,46.875,충남 아산시 모종동 573-2,36.7826194,127.0145206
534442,11/2/2019,2019110213,0.003291667,0.504166667,0.021875,0.023958333,85.83333333,44.75,충남 아산시 배방읍 배방로 38,36.7738004,127.0538513
534443,11/2/2019,2019110213,0.00275,0.466666667,0.022375,0.015166667,86.54166667,48.29166667,충남 아산시 도고면 기곡리 296-4,36.7624876,126.8887292
534444,11/2/2019,2019110213,0.002958333,0.554166667,0.021958333,0.025416667,110.125,60.5,충남 아산시 둔포면 석곡리 1481,36.9142745,127.0595972
534445,11/2/2019,2019110213,0.00325,0.545833333,0.016083333,0.0075,95.91666667,55.41666667,충남 아산시 인주면 인주산단로 23-28,36.8772219,126.8705086
534451,11/2/2019,2019110213,0.002625,0.658333333,0.021791667,0.025833333,88.45833333,36.54166667,충남 논산시 시민로,36.1830059,127.096643
534461,11/2/2019,2019110213,0.002566667,0.370833333,0.041541667,0.0073625,59.33333333,26.70833333,충남 태안군 소원면 파도길,36.7364589,126.1352326
534462,11/2/2019,2019110213,0.003416667,0.425,0.03025,0.008333333,49.75,22.375,충남 태안군 이원면 분지길,36.8699585,126.2820409
534463,11/2/2019,2019110213,0.00375,0.55,0.021875,0.020583333,75.58333333,29.54166667,충남 태안군 태안읍 군청6길,36.7467085,126.3015115
534471,11/2/2019,2019110213,0.003625,0.516666667,0.026125,0.015833333,71.75,36,충남 예산군 예산읍 주교로,36.6856778,126.8320402
534481,11/2/2019,2019110213,0.0045,0.541666667,0.03675,0.014958333,69.875,35.20833333,충남 보령시 중앙로 142-16,36.3532507,126.5897679
